Time-periods ,System:stp_mode ,Interface:user_config ,DHCP_Relay:vrf ,System:dlog_destination ,VRF:ospf_routers ,System:qos_config ,System:2 ,Port:aclv4_routed_out_cfg_version ,Port:name ,VLAN:id ,VRF:aclv4_control_plane_cfg ,Interface:description ,Port:vlan_trunks ,System:stp_enable ,VRF:Radius_Server ,Port:lacp ,System:mirrors ,System:5.5.132.24 ,VLAN:description ,ACL:cfg_aces ,Port:port_access_clients_limit ,System:ntp_config_vrf ,Port:stp_config ,System:mstp_config_revision ,DHCP_Relay:ipv4_ucast_server ,ACL:name ,Port:loop_protect_enable ,VRF:aclv4_control_plane_cfg_version ,Port:interfaces ,Port:description ,Port:routing ,Port:vlan_tag ,VRF:Tacacs_Server ,Port:loop_protect_vlan ,Port:vrf ,DHCP_Relay:port ,Port:other_config ,Port:port_access_auth_configurations ,Port:vlan_mode ,System:bpdu_guard_timeout ,Port:admin ,System:portaccess_local_accounting_enable ,Interface:name ,Port:aclv4_routed_out_cfg ,ACL:vsx_sync ,ACL:cfg_version ,Port:l3_counters_enable ,Port:qos_config ,ACL:list_type ,VLAN:name
T48          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T49          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T50          ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           1 ,              0 ,                      1 ,              0 ,            0 ,        0
T51          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      1 ,              0 ,            0 ,        0
T52          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           1 ,              1 ,                      1 ,              0 ,            0 ,        0
T53          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T54          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T55          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T56          ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               1 ,                0 ,                0 ,        0 ,             0 ,                0 ,               1 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                1 ,                                   0 ,             0 ,                        1 ,         0 ,                                        0 ,             0 ,                        0 ,           1 ,              0 ,                      1 ,              0 ,            0 ,        0
T57          ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               1 ,                1 ,                0 ,        1 ,             0 ,                0 ,               1 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       1 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              1 ,                1 ,                                   0 ,             0 ,                        1 ,         0 ,                                        0 ,             0 ,                        1 ,           1 ,              0 ,                      1 ,              0 ,            0 ,        0
T58          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T59          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               1 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        1 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      1 ,              0 ,            0 ,        0
T60          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        1 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T61          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T62          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T63          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T64          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              1 ,            0 ,        0
T65          ,              0 ,                    1 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                1 ,        1 ,             0 ,                0 ,               1 ,           0 ,                             0 ,                    1 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              1 ,               1 ,           0 ,            1 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             1 ,                        1 ,         1 ,                                        1 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T66          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T67          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T68          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T69          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T70          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        1 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      1 ,              0 ,            0 ,        0
T71          ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                1 ,        0 ,             0 ,                0 ,               1 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            1 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        1 ,         0 ,                                        0 ,             0 ,                        1 ,           1 ,              0 ,                      1 ,              0 ,            1 ,        0
T72          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                1 ,        1 ,             0 ,                0 ,               0 ,           0 ,                             1 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            1 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        1 ,             0 ,                        0 ,           0 ,              0 ,                      1 ,              0 ,            0 ,        0
T73          ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               1 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        1 ,         0 ,                                        1 ,             0 ,                        0 ,           1 ,              1 ,                      1 ,              0 ,            0 ,        0
T74          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T75          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T76          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T77          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T78          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T79          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T80          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T81          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T82          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T83          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T84          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T85          ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               1 ,                1 ,                1 ,        1 ,             1 ,                0 ,               1 ,           0 ,                             0 ,                    1 ,              1 ,                          0 ,                           0 ,       1 ,                       0 ,                                  0 ,              1 ,               0 ,           0 ,            1 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             1 ,                        1 ,         0 ,                                        0 ,             0 ,                        0 ,           1 ,              0 ,                      1 ,              0 ,            0 ,        0
T86          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T87          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T88          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T89          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T90          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T91          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                1 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       1 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            1 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        1 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T92          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T93          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T94          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T95          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T96          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
